prenom;moyenne;code_postal;niveau_etude;mention_bac
Xaviar;16.25;29200;Terminale;AB
Upton;10.13;29750;Terminale;AB
Woodrow;12.75;35137;Terminale;AB
Ike;13.25;35720;Terminale;B
Quin;11.87;35400;Terminale;P
Dustin;17.00;35160;Terminale;AB
Wiley;16.25;35740;Terminale;AB
Randolf;14.00;35230;Terminale;P
Kristopher;11.25;56950;Terminale;AB
Vincent;10.75;35200;Terminale;B
Marquis;9.50;22440;Terminale;AB
Booker;13.63;56300;Terminale;P
Hewie;8.28;56120;Terminale;B
Maverick;16.50;22550;Terminale;B
Bertram;15.00;29200;Terminale;AB
Louie;17.50;35170;1ère année d'études supérieures;AB
Charlot;14.50;29900;Terminale;TB
Zach;13.75;29800;Terminale;AB
York;11.08;56250;Terminale;P
Thelonius;15.25;29120;Terminale;B
Earnest;4.50;22480;Terminale;AB
Michel;15.18;29850;Terminale;P
Driskoll;9.00;35720;Terminale;AB
Morley;10.75;35500;Terminale;AB
Daniel;13.75;22540;Terminale;AB
Sylvain;12.43;29500;Terminale;B
Deemer;14.75;22600;Terminale;P
Pete;15.50;22300;1ère année d'études supérieures;AB
Diodore;8.00;29200;Terminale;P
Lockie;12.75;29490;Terminale;TB
Floyd;8.80;29590;1ère année d'études supérieures;P
Denzel;14.25;29000;Terminale;P
Justin;14.50;22120;Terminale;AB
Everett;15.77;22940;Terminale;B
Nicodème;9.85;22750;Terminale;AB
Elea;13.50;22220;Terminale;TB
Leyton;15.75;22930;Terminale;P
Michel;16.81;22300;Terminale;B
Armel;12.61;22590;Terminale;AB
Careen;13.25;22810;1ère année d'études supérieures;AB
Lorn;15.00;22100;Terminale;B
Nathan;16.50;22700;Terminale;B
Deon;12.58;29800;Terminale;B
Amédée;15.53;29800;Terminale;B
Fabrice;8.19;29800;Terminale;AB
Félix;10.70;29000;Terminale;AB
Mason;14.50;29200;Terminale;P
Joscelin;10.11;29250;Terminale;P
Everard;12.01;22300;Terminale;AB
Marion;6.61;35131;Terminale;AB
Garey;12.20;35230;Terminale;P
Linton;15.00;35500;Terminale;B
Edison;13.75;35000;Terminale;P
Marin;11.23;56240;Terminale;P
Donnie;16.29;56870;Terminale;AB
Jeff;15.06;22400;Terminale;AB
Jermaine;18.47;29470;Terminale;AB
Jeffrey;14.75;29830;Terminale;AB
Dax;12.20;35520;Terminale;P
Piers;9.95;22400;Terminale;AB
Bennett;17.00;22120;Terminale;B
Landon;15.01;29233;Terminale;B
Xavier;15.82;29170;Terminale;P
Lovel;17.83;35450;Terminale;AB
Tel;14.56;22950;Terminale;AB
Maurine;11.43;22000;Terminale;B
Shelley;18.00;29840;Terminale;TB
Jacob;12.26;35870;Terminale;AB
Félicie;13.25;35750;Terminale;P
Van;11.00;29490;Terminale;P
Luann;10.18;29800;Terminale;B
Uland;15.00;29800;Terminale;TB
Lucienne;9.10;56140;Terminale;B
Shaw;17.00;35890;Terminale;AB
Wilbur;15.28;35800;Terminale;AB
Teale;17.00;56120;Terminale;B
Cole;12.44;22600;Terminale;P
Lorn;13.04;29000;Terminale;AB
Guiscard;17.00;35170;Terminale;AB
Jérémie;18.55;22300;Terminale;TB
Dayton;16.00;29200;Terminale;B
Rainier;8.75;41000;Terminale;B
Audrey;11.00;22300;Terminale;AB
Jimi;15.00;56680;Terminale;AB
Gladwyn;13.25;35500;Terminale;AB
Franck;12.00;35310;Terminale;AB
Xavior;14.00;56100;Terminale;AB
Terence;12.00;56130;Terminale;B
Russell;14.50;56140;Terminale;AB
Darden;13.25;29280;Terminale;P
Marly;14.50;35310;Terminale;AB
Topher;12.00;56240;Terminale;AB
Randall;14.50;49270;Terminale;P
Lucetta;14.50;85600;Terminale;TB
Jonathan;9.75;31880;Terminale;AB
Maximilien;16.75;85540;Terminale;AB
Eliott;13.75;49460;Terminale;AB
Gratien;11.00;49000;Terminale;P
Brice;12.00;72300;1ère année d'études supérieures;P
Major;9.68;56190;Terminale;AB
Felicity;16.50;85170;Terminale;AB
Oz;15.57;22590;Terminale;B
Kipling;14.50;22470;2nd année d'études supérieures;P
Vinnie;15.34;35730;Terminale;AB
Layton;15.88;35350;Terminale;B
Johnie;15.48;22440;Terminale;B
Telesphore;14.00;6650 ;Terminale;B
Phillip;13.00;35133;Terminale;B
Constant;11.00;22150;Terminale;P
Bret;9.50;61100;Terminale;AB
Leopold;11.50;50490;1ère année d'études supérieures;P
Kolby;16.00;14340;Terminale;P
Ern;14.50;56600;Terminale;B
Sly;14.50;35170;Terminale;P
Jeannot;14.50;44230;Terminale;AB
Irvine;10.50;35240;Terminale;AB
Wilfrid;13.00;35131;Terminale;AB
Cleve;15.50;35360;Terminale;B
Kennith;14.00;22630;Terminale;AB
Jerome;9.00;35132;Terminale;B
Marshal;16.50;22560;Terminale;B
Kay;12.00;35740;Terminale;AB
Benson;11.00;22120;Terminale;AB
Jarvis;12.50;56700;Terminale;P
Maverick;12.50;35290;Terminale;AB
Innocent;10.50;22410;Terminale;P
Beatrix;16.50;22300;Terminale;B
Kenith;12.50;35340;Terminale;AB
Dominic;5.83;22730;Terminale;B
Burt;9.00;22200;Terminale;P
Forest;13.50;35760;Terminale;AB
Odell;13.25;29170;Terminale;TB
Beauregard;11.50;49300;1ère année d'études supérieures;P
Jay;12.75;22190;Terminale;P
Rhonda;11.25;35000;Terminale;AB
Urban;15.00;22290;Terminale;B
Jamison;17.00;50300;Terminale;B
Lloyd;15.00;35220;Terminale;AB
Xerxes;12.00;22960;Terminale;P
Durward;12.00;29390;Terminale;AB
Branden;13.00;29000;Terminale;AB
Delroy;15.00;29380;Terminale;P
Antony;12.50;22100;Terminale;P
Jonathon;12.00;35340;Terminale;AB
Lorin;15.50;35750;Terminale;B
Cole;11.50;22120;Terminale;P
Tybalt;15.00;22230;Terminale;AB
Benjy;9.50;22600;Terminale;AB
Hector;11.50;56800;Terminale;P
Milo;15.75;35000;Terminale;B
Dudley;11.50;22100;Terminale;AB
Arden;11.00;35140;Terminale;AB
Erica;12.50;29800;Terminale;B
Christine;11.00;35230;Terminale;AB
Chuck;15.00;22300;Terminale;AB
Flip;12.50;56530;Terminale;B
Joan;12.00;29460;Terminale;B
Kodey;18.75;22410;Terminale;B
Philip;14.00;29100;Terminale;AB
Jarrett;11.25;44640;Terminale;AB
Angie;12.00;56440;Terminale;AB
Gwilherm;11.50;56920;Terminale;P
Pancras;12.50;29860;Terminale;AB
Lowell;8.00;29470;Terminale;P
Leroy;15.50;29600;Terminale;B
Arron;15.50;22120;Terminale;AB
Brack;12.50;22400;Terminale;P
Kory;11.50;29850;Terminale;P
Maynard;16.00;22120;Terminale;AB
Bentley;9.50;22440;Terminale;B
Royle;11.50;22000;Terminale;AB
Porter;17.00;22140;Terminale;AB
Estelle;13.50;29260;Terminale;AB
Sébastienne;13.50;22250;Terminale;TB
Dorthy;16.50;56300;Terminale;AB
Trent;11.25;22300;;
Anson;11.50;35430;Terminale;B
Corie;13.50;35700;Terminale;AB
Zacharie;11.50;35410;Terminale;AB
Jake;12.50;56370;Terminale;P
Shaun;15.00;22300;Terminale;B
Donat;10.00;29000;Terminale;B
Jonathon;14.50;29510;Terminale;B
Chet;12.50;29800;Terminale;AB
Humphry;10.00;56230;Terminale;AB
Moses;14.50;29400;Terminale;P
Jere;10.50;85170;Terminale;AB
Toussaint;13.50;56260;Terminale;AB
Dawson;17.25;35131;1ère année d'études supérieures;TB
Denis;13.50;50620;Terminale;AB
Gil;17.00;22730;Terminale;AB
Edmund;14.50;35120;Terminale;P
Matthieu;17.38;22100;Terminale;AB
Brent;13.25;35250;1ère année d'études supérieures;AB
Thaddeus;14.50;22300;2nd année d'études supérieures;AB
Deangelo;13.50;29720;1ère année d'études supérieures;AB
Clayton;13.75;29150;1ère année d'études supérieures;AB
Wymond;14.00;29200;1ère année d'études supérieures;B
Redd;10.88;22200;1ère année d'études supérieures;B
Reena;8.88;29870;Terminale;P
Annie;12.75;35170;1ère année d'études supérieures;TB
Lori;17.75;29650;2nd année d'études supérieures;B
Lanford;14.75;56440;1ère année d'études supérieures;B
Gervase;15.00;56400;1ère année d'études supérieures;P
James;14.25;22290;1ère année d'études supérieures;B
Rudy;10.25;22290;;P
Elric;14.50;29233;1ère année d'études supérieures;TB
Jon;8.50;56850;Terminale;AB
Al;12.63;56240;1ère année d'études supérieures;P
Edwyn;14.75;29860;Terminale;AB
Stanford;14.88;22170;Terminale;B
Lally;10.50;22170;Terminale;B
Jérémie;14.75;22820;Terminale;B
Alban;13.00;22300;1ère année d'études supérieures;AB
Zachary;8.50;22200;Terminale;AB
Clément;11.25;;Terminale;AB
Joël;13.25;22730;Année préparatoire aux études supérieures;AB
Timothée;18.75;22110;Terminale;B
Gladwyn;6.88;22590;Terminale;B
Perry;12.50;35000;1ère année d'études supérieures;AB
Egbert;6.67;22600;1ère année d'études supérieures;AB
Montgomery;13.50;22820;Terminale;B
Gervaise;17.25;22300;Terminale;B
Gore;11.00;22700;1ère année d'études supérieures;AB
Kole;11.25;29190;Terminale;B
Lovell;12.00;29120;Terminale;B
Lalo;9.25;29290;Terminale;AB
Kristia;12.25;29520;Terminale;P
Gil;7.63;29710;Terminale;AB
Gene;14.00;29250;Terminale;AB
Lorne;12.75;29710;Terminale;AB
Xaviar;9.13;29200;Terminale;AB
Upton;10.50;29750;Terminale;AB
Woodrow;8.25;35137;Terminale;AB
Ike;8.00;35720;Terminale;B
Quin;13.00;35400;Terminale;P
Dustin;15.75;35160;Terminale;AB
Wiley;13.38;35740;Terminale;AB
Randolf;14.25;35230;Terminale;P
Kristopher;5.50;56950;Terminale;AB
Vincent;10.75;35200;Terminale;B
Marquis;12.38;22440;Terminale;AB
Booker;12.00;56300;Terminale;P
Hewie;13.25;56120;Terminale;B
Maverick;14.63;22550;Terminale;B
Bertram;12.00;29200;Terminale;AB
Louie;12.88;35170;1ère année d'études supérieures;AB
Charlot;16.50;29900;Terminale;TB
Zach;11.50;29800;Terminale;AB
York;5.25;56250;Terminale;P
Thelonius;8.13;29120;Terminale;B
Earnest;12.88;22480;Terminale;AB
Michel;14.00;29850;Terminale;P
Driskoll;7.50;35720;Terminale;AB
Morley;15.00;35500;Terminale;AB
Daniel;13.75;22540;Terminale;AB
Sylvain;10.75;29500;Terminale;B
Deemer;14.25;22600;Terminale;P
Pete;10.00;22300;1ère année d'études supérieures;AB
Diodore;8.88;29200;Terminale;P
Lockie;13.50;29490;Terminale;TB
Floyd;11.75;29590;1ère année d'études supérieures;P
Denzel;10.75;29000;Terminale;P
Justin;15.00;22120;Terminale;AB
Everett;13.50;22940;Terminale;B
Nicodème;9.75;22750;Terminale;AB
Elea;14.25;22220;Terminale;TB
Leyton;12.00;22930;Terminale;P
Michel;14.50;22300;Terminale;B
Armel;10.50;22590;Terminale;AB
Careen;13.00;22810;1ère année d'études supérieures;AB
Lorn;13.75;22100;Terminale;B
Nathan;13.25;22700;Terminale;B
Deon;11.50;29800;Terminale;B
Amédée;11.00;29800;Terminale;B
Fabrice;14.00;29800;Terminale;AB
Félix;14.25;29000;Terminale;AB
Mason;13.25;29200;Terminale;P
Joscelin;11.00;29250;Terminale;P
Everard;13.00;22300;Terminale;AB
Marion;15.00;35131;Terminale;AB
Garey;10.25;35230;Terminale;P
Linton;8.00;35500;Terminale;B
Edison;9.75;35000;Terminale;P
Marin;10.00;56240;Terminale;P
Donnie;16.25;56870;Terminale;AB
Jeff;17.75;22400;Terminale;AB
Jermaine;13.00;29470;Terminale;AB
Jeffrey;15.00;29830;Terminale;AB
Dax;12.00;35520;Terminale;P
Piers;11.25;22400;Terminale;AB
Bennett;14.13;22120;Terminale;B
Landon;16.25;29233;Terminale;B
Xavier;13.50;29170;Terminale;P
Lovel;10.75;35450;Terminale;AB
Tel;16.50;22950;Terminale;AB
Maurine;8.75;22000;Terminale;B
Shelley;13.00;29840;Terminale;TB
Jacob;14.50;35870;Terminale;AB
Félicie;7.50;35750;Terminale;P
Van;10.00;29490;Terminale;P
Luann;9.75;29800;Terminale;B
Uland;13.25;29800;Terminale;TB
Lucienne;12.00;56140;Terminale;B
Shaw;13.75;35890;Terminale;AB
Wilbur;14.25;35800;Terminale;AB
Teale;13.25;56120;Terminale;B
Cole;13.25;22600;Terminale;P
Lorn;13.00;29000;Terminale;AB
Guiscard;15.50;35170;Terminale;AB
Jérémie;15.25;22300;Terminale;TB
Dayton;12.00;29200;Terminale;B
Rainier;8.88;41000;Terminale;B
Audrey;8.00;22300;Terminale;AB
Jimi;12.50;56680;Terminale;AB
Gladwyn;15.50;35500;Terminale;AB
Franck;11.25;35310;Terminale;AB
Xavior;11.00;56100;Terminale;AB
Terence;11.50;56130;Terminale;B
Russell;8.50;56140;Terminale;AB
Darden;17.25;29280;Terminale;P
Marly;11.50;35310;Terminale;AB
Topher;14.50;56240;Terminale;AB
Randall;11.50;49270;Terminale;P
Lucetta;11.50;85600;Terminale;TB
Maximilien;14.25;85540;Terminale;AB
Eliott;14.25;49460;Terminale;AB
Gratien;12.00;49000;Terminale;P
Brice;10.83;72300;1ère année d'études supérieures;P
Major;6.00;56190;Terminale;AB
Felicity;12.75;85170;Terminale;AB
Oz;15.25;22590;Terminale;B
Kipling;12.00;22470;2nd année d'études supérieures;P
Vinnie;12.75;35730;Terminale;AB
Layton;10.25;35350;Terminale;B
Johnie;14.00;22440;Terminale;B
Telesphore;14.00;6650 ;Terminale;B
Phillip;14.50;35133;Terminale;B
Constant;14.33;22150;Terminale;P
Bret;16.00;61100;Terminale;AB
Leopold;15.50;50490;1ère année d'études supérieures;P
Kolby;13.33;14340;Terminale;P
Kimball;14.33;50600;Terminale;AB
Ern;16.80;56600;Terminale;B
Sly;16.00;35170;Terminale;P
Jeannot;17.00;44230;Terminale;AB
Irvine;16.00;35240;Terminale;AB
Wilfrid;16.50;35131;Terminale;AB
Cleve;16.00;35360;Terminale;B
Kennith;16.00;22630;Terminale;AB
Jerome;10.00;35132;Terminale;B
Marshal;16.00;22560;Terminale;B
Kay;12.00;35740;Terminale;AB
Benson;15.00;22120;Terminale;AB
Jarvis;15.00;56700;Terminale;P
Maverick;15.00;35290;Terminale;AB
Innocent;16.00;22410;Terminale;P
Beatrix;17.00;22300;Terminale;B
Kenith;14.65;35340;Terminale;AB
Dominic;17.00;22730;Terminale;B
Burt;16.00;22200;Terminale;P
Forest;13.50;35760;Terminale;AB
Odell;15.50;29170;Terminale;TB
Beauregard;17.00;49300;1ère année d'études supérieures;P
Jay;17.00;22190;Terminale;P
Rhonda;13.00;35000;Terminale;AB
Urban;17.90;22290;Terminale;B
Jamison;16.50;50300;Terminale;B
Lloyd;15.00;35220;Terminale;AB
Xerxes;16.00;22960;Terminale;P
Durward;14.50;29390;Terminale;AB
Branden;15.00;29000;Terminale;AB
Delroy;17.95;29380;Terminale;P
Antony;10.00;22100;Terminale;P
Jonathon;0.00;35340;Terminale;AB
Lorin;16.60;35750;Terminale;B
Cole;16.00;22120;Terminale;P
Tybalt;17.10;22230;Terminale;AB
Benjy;15.00;22600;Terminale;AB
Hector;15.00;56800;Terminale;P
Milo;16.50;35000;Terminale;B
Dudley;15.00;22100;Terminale;AB
Arden;14.20;35140;Terminale;AB
Erica;15.00;29800;Terminale;B
Christine;17.05;35230;Terminale;AB
Chuck;13.00;22300;Terminale;AB
Flip;16.00;56530;Terminale;B
Joan;12.00;29460;Terminale;B
Kodey;15.50;22410;Terminale;B
Philip;16.60;29100;Terminale;AB
Jarrett;15.00;44640;Terminale;AB
Angie;15.50;56440;Terminale;AB
Gwilherm;15.00;56920;Terminale;P
Pancras;16.50;29860;Terminale;AB
Lowell;12.00;29470;Terminale;P
Leroy;14.50;29600;Terminale;B
Arron;14.00;22120;Terminale;AB
Brack;16.00;22400;Terminale;P
Kory;16.50;29850;Terminale;P
Maynard;15.50;22120;Terminale;AB
Bentley;16.00;22440;Terminale;B
Royle;15.00;22000;Terminale;AB
Porter;15.80;22140;Terminale;AB
Estelle;16.15;29260;Terminale;AB
Sébastienne;15.50;22250;Terminale;TB
Dorthy;16.85;56300;Terminale;AB
Trent;13.00;22300;;
Anson;17.05;35430;Terminale;B
Corie;13.00;35700;Terminale;AB
Zacharie;10.00;35410;Terminale;AB
Jake;16.00;56370;Terminale;P
Shaun;17.00;22300;Terminale;B
Donat;17.00;29000;Terminale;B
Jonathon;14.50;29510;Terminale;B
Chet;13.50;29800;Terminale;AB
Humphry;10.00;56230;Terminale;AB
Moses;15.30;29400;Terminale;P
Jere;16.00;85170;Terminale;AB
Toussaint;16.00;56260;Terminale;AB
Dawson;17.00;35131;1ère année d'études supérieures;TB
Denis;15.00;50620;Terminale;AB
Gil;16.35;22730;Terminale;AB
Edmund;15.00;35120;Terminale;P
Matthieu;14.67;22100;Terminale;AB
Brent;14.08;35250;1ère année d'études supérieures;AB
Thaddeus;14.80;22300;2nd année d'études supérieures;AB
Clayton;14.25;29150;1ère année d'études supérieures;AB
Wymond;16.25;29200;1ère année d'études supérieures;B
Redd;12.00;22200;1ère année d'études supérieures;B
Reena;18.00;29870;Terminale;P
Annie;14.67;35170;1ère année d'études supérieures;TB
Lori;15.00;29650;2nd année d'études supérieures;B
Lanford;14.67;56440;1ère année d'études supérieures;B
Gervase;14.67;56400;1ère année d'études supérieures;P
James;16.25;22290;1ère année d'études supérieures;B
Rudy;15.00;22290;;P
Elric;16.00;29233;1ère année d'études supérieures;TB
Jon;10.00;56850;Terminale;AB
Al;13.75;56240;1ère année d'études supérieures;P
Edwyn;15.50;29860;Terminale;AB
Winton;14.67;22570;1ère année d'études supérieures;TB
Stanford;16.00;22170;Terminale;B
Lally;12.50;22170;Terminale;B
Jérémie;14.67;22820;Terminale;B
Alban;14.00;22300;1ère année d'études supérieures;AB
Zachary;13.67;22200;Terminale;AB
Clément;16.00;;Terminale;AB
Joël;14.33;22730;Année préparatoire aux études supérieures;AB
Timothée;18.00;22110;Terminale;B
Gladwyn;10.14;22590;Terminale;B
Perry;14.00;35000;1ère année d'études supérieures;AB
Egbert;14.50;22600;1ère année d'études supérieures;AB
Montgomery;12.00;22820;Terminale;B
Gervaise;13.00;22300;Terminale;B
Gore;17.75;22700;1ère année d'études supérieures;AB
Kole;11.00;29190;Terminale;B
Lovell;14.67;29120;Terminale;B
Lalo;14.67;29290;Terminale;AB
Kristia;14.00;29520;Terminale;P
Gil;10.14;29710;Terminale;AB
Gene;13.00;29250;Terminale;AB
Lorne;16.00;29710;Terminale;AB
Xaviar;10.14;29200;Terminale;AB
Upton;13.67;29750;Terminale;AB
Woodrow;13.00;35137;Terminale;AB
Ike;15.00;35720;Terminale;B
Quin;14.00;35400;Terminale;P
Dustin;12.00;35160;Terminale;AB
Wiley;17.50;35740;Terminale;AB
Randolf;14.50;35230;Terminale;P
Kristopher;12.00;56950;Terminale;AB
Vincent;14.00;35200;Terminale;B
Marquis;10.97;22440;Terminale;AB
Booker;11.00;56300;Terminale;P
Hewie;12.00;56120;Terminale;B
Maverick;18.00;22550;Terminale;B
Bertram;16.00;29200;Terminale;AB
Louie;17.00;35170;1ère année d'études supérieures;AB
Charlot;12.00;29900;Terminale;TB
Zach;15.00;29800;Terminale;AB
York;11.00;56250;Terminale;P
Thelonius;10.14;29120;Terminale;B
Earnest;18.00;22480;Terminale;AB
Michel;14.33;29850;Terminale;P
Driskoll;14.67;35720;Terminale;AB
Morley;18.00;35500;Terminale;AB
Daniel;10.97;22540;Terminale;AB
Sylvain;14.67;29500;Terminale;B
Deemer;14.25;22600;Terminale;P
Pete;17.00;22300;1ère année d'études supérieures;AB
Diodore;12.00;29200;Terminale;P
Lockie;13.00;29490;Terminale;TB
Floyd;11.00;29590;1ère année d'études supérieures;P
Denzel;14.67;29000;Terminale;P
Justin;14.50;22120;Terminale;AB
Everett;13.33;22940;Terminale;B
Nicodème;13.33;22750;Terminale;AB
Elea;17.50;22220;Terminale;TB
Leyton;14.50;22930;Terminale;P
Michel;13.33;22300;Terminale;B
Armel;12.00;22590;Terminale;AB
Careen;15.00;22810;1ère année d'études supérieures;AB
Lorn;18.25;22100;Terminale;B
Nathan;16.00;22700;Terminale;B
Deon;13.67;29800;Terminale;B
Amédée;13.67;29800;Terminale;B
Fabrice;13.33;29800;Terminale;AB
Félix;14.33;29000;Terminale;AB
Mason;15.00;29200;Terminale;P
Joscelin;13.33;29250;Terminale;P
Everard;13.33;22300;Terminale;AB
Marion;12.00;35131;Terminale;AB
Garey;17.00;35230;Terminale;P
Linton;12.00;35500;Terminale;B
Edison;15.50;35000;Terminale;P
Marin;13.67;56240;Terminale;P
Donnie;14.67;56870;Terminale;AB
Jeff;13.33;22400;Terminale;AB
Jermaine;13.33;29470;Terminale;AB
Jeffrey;17.00;29830;Terminale;AB
Dax;13.33;35520;Terminale;P
Piers;15.00;22400;Terminale;AB
Bennett;18.00;22120;Terminale;B
Landon;13.33;29233;Terminale;B
Xavier;15.00;29170;Terminale;P
Lovel;12.00;35450;Terminale;AB
Tel;13.33;22950;Terminale;AB
Maurine;15.00;22000;Terminale;B
Shelley;15.00;29840;Terminale;TB
Jacob;13.33;35870;Terminale;AB
Félicie;15.00;35750;Terminale;P
Van;15.50;29490;Terminale;P
Luann;13.33;29800;Terminale;B
Uland;15.00;29800;Terminale;TB
Lucienne;15.00;56140;Terminale;B
Shaw;15.50;35890;Terminale;AB
Wilbur;14.67;35800;Terminale;AB
Teale;15.00;56120;Terminale;B
Cole;17.00;22600;Terminale;P
Lorn;12.00;29000;Terminale;AB
Guiscard;17.00;35170;Terminale;AB
Jérémie;17.00;22300;Terminale;TB
Dayton;15.50;29200;Terminale;B
Rainier;14.67;41000;Terminale;B
Gladwyn;15.00;35500;Terminale;AB
Franck;16.50;35310;Terminale;AB
Xavior;10.00;56100;Terminale;AB
Terence;15.00;56130;Terminale;B
Russell;15.00;56140;Terminale;AB
Darden;12.00;29280;Terminale;P
Marly;17.00;35310;Terminale;AB
Topher;16.80;56240;Terminale;AB
Randall;15.50;49270;Terminale;P
Lucetta;18.20;85600;Terminale;TB
Jonathan;14.08;31880;Terminale;AB
Maximilien;14.08;85540;Terminale;AB
Eliott;17.00;49460;Terminale;AB
Gratien;15.00;49000;Terminale;P
Brice;15.00;72300;1ère année d'études supérieures;P
Major;11.00;56190;Terminale;AB
Felicity;16.00;85170;Terminale;AB
Oz;17.00;22590;Terminale;B
Kipling;14.50;22470;2nd année d'études supérieures;P
Vinnie;13.33;35730;Terminale;AB
Layton;13.33;35350;Terminale;B
Johnie;12.00;22440;Terminale;B
Telesphore;18.60;6650 ;Terminale;B
Phillip;16.50;35133;Terminale;B
Constant;13.67;22150;Terminale;P
Bret;13.00;61100;Terminale;AB
Leopold;11.67;50490;1ère année d'études supérieures;P
Kolby;13.33;14340;Terminale;P
Kimball;12.00;50600;Terminale;AB
Ern;16.00;56600;Terminale;B
Sly;14.00;35170;Terminale;P
Jeannot;18.00;44230;Terminale;AB
Irvine;13.00;35240;Terminale;AB
Wilfrid;15.00;35131;Terminale;AB
Cleve;16.00;35360;Terminale;B
Kennith;15.00;22630;Terminale;AB
Jerome;13.00;35132;Terminale;B
Marshal;13.00;22560;Terminale;B
Kay;18.00;35740;Terminale;AB
Benson;10.00;22120;Terminale;AB
Jarvis;14.00;56700;Terminale;P
Maverick;14.00;35290;Terminale;AB
Innocent;11.00;22410;Terminale;P
Beatrix;12.50;22300;Terminale;B
Kenith;10.00;35340;Terminale;AB
Dominic;12.50;22730;Terminale;B
Burt;8.00;22200;Terminale;P
Forest;16.00;35760;Terminale;AB
Odell;14.50;29170;Terminale;TB
Beauregard;13.50;49300;1ère année d'études supérieures;P
Jay;13.50;22190;Terminale;P
Rhonda;10.00;35000;Terminale;AB
Urban;12.00;22290;Terminale;B
Jamison;15.00;50300;Terminale;B
Lloyd;14.00;35220;Terminale;AB
Xerxes;11.00;22960;Terminale;P
Durward;10.00;29390;Terminale;AB
Branden;18.00;29000;Terminale;AB
Delroy;13.00;29380;Terminale;P
Antony;18.00;22100;Terminale;P
Jonathon;15.00;35340;Terminale;AB
Lorin;12.00;35750;Terminale;B
Cole;17.00;22120;Terminale;P
Tybalt;10.00;22230;Terminale;AB
Benjy;11.00;22600;Terminale;AB
Hector;13.00;56800;Terminale;P
Milo;15.00;35000;Terminale;B
Dudley;13.50;22100;Terminale;AB
Arden;12.00;35140;Terminale;AB
Erica;14.00;29800;Terminale;B
Christine;12.50;35230;Terminale;AB
Chuck;18.00;22300;Terminale;AB
Flip;16.00;56530;Terminale;B
Joan;16.00;29460;Terminale;B
Kodey;12.50;22410;Terminale;B
