prenom;moyenne;code_postal;niveau_etude;mention_bac
Gervase;11.95;56400;1ère année d'études supérieures;P
James;13.18;22290;1ère année d'études supérieures;B
Rudy;10.50;22290;;P
Elric;15.81;29233;1ère année d'études supérieures;TB
Jon;11.78;56850;Terminale;AB
Al;12.07;56240;1ère année d'études supérieures;P
Edwyn;14.52;29860;Terminale;AB
Winton;12.58;22570;1ère année d'études supérieures;TB
Stanford;11.66;22170;Terminale;B
Lally;12.70;22170;Terminale;B
Jérémie;12.14;22820;Terminale;B
Alban;10.50;22300;1ère année d'études supérieures;AB
Zachary;11.13;22200;Terminale;AB
Clément;13.38;;Terminale;AB
Joël;11.90;22730;Année préparatoire aux études supérieures;AB
Timothée;17.29;22110;Terminale;B
Gladwyn;11.04;22590;Terminale;B
Perry;12.93;35000;1ère année d'études supérieures;AB
Egbert;6.50;22600;1ère année d'études supérieures;AB
Gervaise;10.76;22300;Terminale;B
Gore;12.85;22700;1ère année d'études supérieures;AB
Kole;11.35;29190;Terminale;B
Lovell;12.69;29120;Terminale;B
Lalo;12.90;29290;Terminale;AB
Lalo;8.97;29290;Terminale;AB
Kristia;12.05;29520;Terminale;P
Gil;12.30;29710;Terminale;AB
Gene;13.40;29250;Terminale;AB
Lorne;12.73;29710;Terminale;AB
Xaviar;13.73;29200;Terminale;AB
Upton;10.83;29750;Terminale;AB
Woodrow;10.37;35137;Terminale;AB
Ike;8.50;35720;Terminale;B
Quin;12.65;35400;Terminale;P
Dustin;13.66;35160;Terminale;AB
Wiley;11.95;35740;Terminale;AB
Randolf;11.53;35230;Terminale;P
Kristopher;9.45;56950;Terminale;AB
Vincent;12.33;35200;Terminale;B
Marquis;11.14;22440;Terminale;AB
Booker;7.90;56300;Terminale;P
Hewie;9.50;56120;Terminale;B
Maverick;11.82;22550;Terminale;B
Bertram;13.38;29200;Terminale;AB
Louie;13.80;35170;1ère année d'études supérieures;AB
Charlot;11.66;29900;Terminale;TB
Charlot;12.65;29900;Terminale;TB
Zach;12.70;29800;Terminale;AB
York;7.08;56250;Terminale;P
Thelonius;12.14;29120;Terminale;B
Earnest;10.55;22480;Terminale;AB
Michel;12.38;29850;Terminale;P
Driskoll;13.78;35720;Terminale;AB
Morley;13.69;35500;Terminale;AB
Daniel;12.34;22540;Terminale;AB
Sylvain;10.68;29500;Terminale;B
Deemer;13.50;22600;Terminale;P
Pete;13.65;22300;1ère année d'études supérieures;AB
Diodore;10.59;29200;Terminale;P
Lockie;12.87;29490;Terminale;TB
Floyd;11.28;29590;1ère année d'études supérieures;P
Denzel;12.94;29000;Terminale;P
Justin;11.30;22120;Terminale;AB
Everett;12.68;22940;Terminale;B
Nicodème;12.43;22750;Terminale;AB
Elea;12.38;22220;Terminale;TB
Leyton;13.00;22930;Terminale;P
Michel;14.18;22300;Terminale;B
Armel;12.18;22590;Terminale;AB
Careen;17.50;22810;1ère année d'études supérieures;AB
Lorn;13.60;22100;Terminale;B
Nathan;14.18;22700;Terminale;B
Deon;10.78;29800;Terminale;B
Amédée;11.30;29800;Terminale;B
Fabrice;8.68;29800;Terminale;AB
Félix;10.30;29000;Terminale;AB
Mason;13.63;29200;Terminale;P
Joscelin;11.50;29250;Terminale;P
Everard;11.80;22300;Terminale;AB
Marion;9.08;35131;Terminale;AB
Garey;11.00;35230;Terminale;P
Linton;8.00;35500;Terminale;B
Edison;12.25;35000;Terminale;P
Marin;13.30;56240;Terminale;P
Donnie;11.95;56870;Terminale;AB
Jeff;11.88;22400;Terminale;AB
Jermaine;12.05;29470;Terminale;AB
Jeffrey;11.98;29830;Terminale;AB
Dax;9.63;35520;Terminale;P
Piers;14.55;22400;Terminale;AB
Bennett;15.23;22120;Terminale;B
Landon;12.65;29233;Terminale;B
Xavier;12.90;29170;Terminale;P
Lovel;10.75;35450;Terminale;AB
Tel;14.23;22950;Terminale;AB
Maurine;13.33;22000;Terminale;B
Shelley;11.10;29840;Terminale;TB
Jacob;11.95;35870;Terminale;AB
Félicie;16.00;35750;Terminale;P
Van;10.00;29490;Terminale;P
Luann;11.80;29800;Terminale;B
Uland;11.00;29800;Terminale;TB
Lucienne;11.50;56140;Terminale;B
Shaw;13.60;35890;Terminale;AB
Wilbur;10.75;35800;Terminale;AB
Teale;14.60;56120;Terminale;B
Cole;13.03;22600;Terminale;P
Lorn;12.33;29000;Terminale;AB
Guiscard;13.88;35170;Terminale;AB
Jérémie;15.75;22300;Terminale;TB
Dayton;13.08;29200;Terminale;B
Rainier;11.05;41000;Terminale;B
Audrey;11.50;22300;Terminale;AB
Jimi;12.50;56680;Terminale;AB
Gladwyn;7.00;35500;Terminale;AB
Franck;12.50;35310;Terminale;AB
Xavior;12.75;56100;Terminale;AB
Terence;10.50;56130;Terminale;B
Russell;9.50;56140;Terminale;AB
Darden;7.00;29280;Terminale;P
Marly;11.50;35310;Terminale;AB
Topher;13.50;56240;Terminale;AB
Randall;14.00;49270;Terminale;P
Lucetta;14.25;85600;Terminale;TB
Jonathan;13.88;31880;Terminale;AB
Maximilien;11.37;85540;Terminale;AB
Eliott;12.98;49460;Terminale;AB
Gratien;11.05;49000;Terminale;P
Brice;14.00;72300;1ère année d'études supérieures;P
Major;10.68;56190;Terminale;AB
Felicity;12.00;85170;Terminale;AB
Oz;14.25;22590;Terminale;B
Kipling;13.00;22470;2nd année d'études supérieures;P
Vinnie;12.20;35730;Terminale;AB
Layton;11.55;35350;Terminale;B
Johnie;11.95;22440;Terminale;B
Telesphore;14.25;6650 ;Terminale;B
Constant;14.00;22150;Terminale;P
Bret;15.00;61100;Terminale;AB
Leopold;16.00;50490;1ère année d'études supérieures;P
Kolby;12.33;14340;Terminale;P
Kimball;14.00;50600;Terminale;AB
Ern;13.00;56600;Terminale;B
Sly;15.00;35170;Terminale;P
Jeannot;18.15;44230;Terminale;AB
Irvine;15.00;35240;Terminale;AB
Wilfrid;14.33;35131;Terminale;AB
Cleve;15.67;35360;Terminale;B
Kennith;15.67;22630;Terminale;AB
Jerome;10.00;35132;Terminale;B
Marshal;15.00;22560;Terminale;B
Kay;15.50;35740;Terminale;AB
Benson;14.15;22120;Terminale;AB
Jarvis;13.00;56700;Terminale;P
Maverick;16.00;35290;Terminale;AB
Innocent;16.50;22410;Terminale;P
Beatrix;17.50;22300;Terminale;B
Kenith;14.50;35340;Terminale;AB
Dominic;14.33;22730;Terminale;B
Burt;15.67;22200;Terminale;P
Forest;12.00;35760;Terminale;AB
Odell;15.50;29170;Terminale;TB
Beauregard;14.33;49300;1ère année d'études supérieures;P
Jay;14.33;22190;Terminale;P
Rhonda;15.50;35000;Terminale;AB
Urban;16.50;22290;Terminale;B
Jamison;14.33;50300;Terminale;B
Lloyd;13.00;35220;Terminale;AB
Xerxes;16.50;22960;Terminale;P
Durward;15.33;29390;Terminale;AB
Branden;13.00;29000;Terminale;AB
Delroy;15.00;29380;Terminale;P
Antony;10.00;22100;Terminale;P
Jonathon;10.00;35340;Terminale;AB
Lorin;15.00;35750;Terminale;B
Cole;16.50;22120;Terminale;P
Tybalt;17.00;22230;Terminale;AB
Benjy;13.00;22600;Terminale;AB
Hector;13.33;56800;Terminale;P
Milo;14.33;35000;Terminale;B
Dudley;16.00;22100;Terminale;AB
Arden;14.05;35140;Terminale;AB
Erica;13.00;29800;Terminale;B
Christine;17.25;35230;Terminale;AB
Chuck;15.50;22300;Terminale;AB
Flip;15.67;56530;Terminale;B
Joan;15.50;29460;Terminale;B
Kodey;14.67;22410;Terminale;B
Philip;16.00;29100;Terminale;AB
Jarrett;13.33;44640;Terminale;AB
Angie;14.67;56440;Terminale;AB
Gwilherm;16.00;56920;Terminale;P
Pancras;14.33;29860;Terminale;AB
Lowell;15.33;29470;Terminale;P
Leroy;15.33;29600;Terminale;B
Arron;12.50;22120;Terminale;AB
Brack;15.67;22400;Terminale;P
Kory;14.33;29850;Terminale;P
Maynard;14.67;22120;Terminale;AB
Bentley;16.50;22440;Terminale;B
Royle;16.00;22000;Terminale;AB
Porter;13.00;22140;Terminale;AB
Estelle;16.25;29260;Terminale;AB
Sébastienne;14.67;22250;Terminale;TB
Dorthy;13.25;56300;Terminale;AB
Trent;15.55;22300;;
Anson;17.75;35430;Terminale;B
Corie;15.50;35700;Terminale;AB
Zacharie;10.00;35410;Terminale;AB
Jake;15.67;56370;Terminale;P
Shaun;15.40;22300;Terminale;B
Donat;14.33;29000;Terminale;B
Jonathon;15.33;29510;Terminale;B
Chet;15.00;29800;Terminale;AB
Humphry;10.00;56230;Terminale;AB
Moses;12.60;29400;Terminale;P
Jere;15.00;85170;Terminale;AB
Toussaint;16.50;56260;Terminale;AB
Dawson;17.85;35131;1ère année d'études supérieures;TB
Denis;13.33;50620;Terminale;AB
Gil;17.00;22730;Terminale;AB
Edmund;13.33;35120;Terminale;P
Matthieu;14.00;22100;Terminale;AB
Brent;12.00;35250;1ère année d'études supérieures;AB
Thaddeus;14.33;22300;2nd année d'études supérieures;AB
Deangelo;16.00;29720;1ère année d'études supérieures;AB
Clayton;14.00;29150;1ère année d'études supérieures;AB
Wymond;15.00;29200;1ère année d'études supérieures;B
Redd;13.00;22200;1ère année d'études supérieures;B
Reena;15.50;29870;Terminale;P
Annie;14.00;35170;1ère année d'études supérieures;TB
Lori;15.00;29650;2nd année d'études supérieures;B
Lanford;15.00;56440;1ère année d'études supérieures;B
Gervase;15.00;56400;1ère année d'études supérieures;P
James;16.50;22290;1ère année d'études supérieures;B
Rudy;16.00;22290;;P
Elric;16.50;29233;1ère année d'études supérieures;TB
Jon;10.67;56850;Terminale;AB
Edwyn;15.25;29860;Terminale;AB
Winton;14.00;22570;1ère année d'études supérieures;TB
Stanford;15.00;22170;Terminale;B
Lally;12.50;22170;Terminale;B
Jérémie;14.00;22820;Terminale;B
Alban;15.00;22300;1ère année d'études supérieures;AB
Zachary;16.00;22200;Terminale;AB
Clément;15.00;;Terminale;AB
Joël;14.00;22730;Année préparatoire aux études supérieures;AB
Timothée;15.50;22110;Terminale;B
Gladwyn;11.33;22590;Terminale;B
Perry;15.00;35000;1ère année d'études supérieures;AB
Egbert;15.33;22600;1ère année d'études supérieures;AB
Montgomery;15.33;22820;Terminale;B
Gervaise;10.67;22300;Terminale;B
Gore;18.25;22700;1ère année d'études supérieures;AB
Kole;12.81;29190;Terminale;B
Lovell;14.00;29120;Terminale;B
Lalo;15.00;29290;Terminale;AB
Lalo;11.33;29290;Terminale;AB
Kristia;15.00;29520;Terminale;P
Gil;11.33;29710;Terminale;AB
Gene;12.90;29250;Terminale;AB
Lorne;16.00;29710;Terminale;AB
Xaviar;11.33;29200;Terminale;AB
Upton;16.00;29750;Terminale;AB
Woodrow;10.67;35137;Terminale;AB
Ike;13.00;35720;Terminale;B
Quin;15.00;35400;Terminale;P
Dustin;13.00;35160;Terminale;AB
Wiley;18.00;35740;Terminale;AB
Randolf;14.30;35230;Terminale;P
Kristopher;13.33;56950;Terminale;AB
Vincent;15.00;35200;Terminale;B
Marquis;11.33;22440;Terminale;AB
Booker;12.81;56300;Terminale;P
Hewie;13.00;56120;Terminale;B
Maverick;15.50;22550;Terminale;B
Bertram;15.00;29200;Terminale;AB
Louie;15.45;35170;1ère année d'études supérieures;AB
Charlot;15.33;29900;Terminale;TB
Charlot;12.81;29900;Terminale;TB
Zach;15.60;29800;Terminale;AB
York;12.81;56250;Terminale;P
Thelonius;11.33;29120;Terminale;B
Earnest;15.50;22480;Terminale;AB
Michel;14.00;29850;Terminale;P
Driskoll;14.00;35720;Terminale;AB
Morley;16.00;35500;Terminale;AB
Daniel;11.33;22540;Terminale;AB
Sylvain;15.00;29500;Terminale;B
Deemer;15.00;22600;Terminale;P
Pete;17.90;22300;1ère année d'études supérieures;AB
Diodore;13.00;29200;Terminale;P
Lockie;10.67;29490;Terminale;TB
Floyd;12.81;29590;1ère année d'études supérieures;P
Denzel;14.00;29000;Terminale;P
Justin;16.25;22120;Terminale;AB
Everett;12.33;22940;Terminale;B
Nicodème;12.00;22750;Terminale;AB
Elea;18.50;22220;Terminale;TB
Leyton;15.33;22930;Terminale;P
Michel;12.33;22300;Terminale;B
Armel;13.00;22590;Terminale;AB
Careen;13.00;22810;1ère année d'études supérieures;AB
Lorn;17.50;22100;Terminale;B
Nathan;15.30;22700;Terminale;B
Deon;16.00;29800;Terminale;B
Amédée;16.00;29800;Terminale;B
Fabrice;12.00;29800;Terminale;AB
Félix;14.00;29000;Terminale;AB
Mason;17.15;29200;Terminale;P
Joscelin;12.00;29250;Terminale;P
Everard;12.33;22300;Terminale;AB
Marion;13.00;35131;Terminale;AB
Garey;16.00;35230;Terminale;P
Linton;15.33;35500;Terminale;B
Edison;16.05;35000;Terminale;P
Marin;16.00;56240;Terminale;P
Donnie;15.00;56870;Terminale;AB
Jeff;12.33;22400;Terminale;AB
Jermaine;12.33;29470;Terminale;AB
Jeffrey;17.00;29830;Terminale;AB
Dax;12.33;35520;Terminale;P
Piers;15.00;22400;Terminale;AB
Bennett;19.50;22120;Terminale;B
Landon;12.33;29233;Terminale;B
Xavier;15.00;29170;Terminale;P
Lovel;13.00;35450;Terminale;AB
Tel;12.33;22950;Terminale;AB
Maurine;15.00;22000;Terminale;B
Shelley;14.00;29840;Terminale;TB
Jacob;12.33;35870;Terminale;AB
Félicie;13.00;35750;Terminale;P
Van;14.67;29490;Terminale;P
Luann;12.00;29800;Terminale;B
Uland;13.33;29800;Terminale;TB
Lucienne;15.00;56140;Terminale;B
Shaw;16.40;35890;Terminale;AB
Wilbur;15.00;35800;Terminale;AB
Teale;14.10;56120;Terminale;B
Cole;16.00;22600;Terminale;P
Lorn;13.00;29000;Terminale;AB
Guiscard;16.20;35170;Terminale;AB
Jérémie;16.00;22300;Terminale;TB
Dayton;15.45;29200;Terminale;B
Rainier;14.00;41000;Terminale;B
Audrey;15.50;22300;Terminale;AB
Jimi;13.00;56680;Terminale;AB
Gladwyn;13.00;35500;Terminale;AB
Franck;14.33;35310;Terminale;AB
Xavior;16.00;56100;Terminale;AB
Terence;16.00;56130;Terminale;B
Russell;13.33;56140;Terminale;AB
Darden;15.33;29280;Terminale;P
Marly;14.33;35310;Terminale;AB
Topher;15.00;56240;Terminale;AB
Randall;14.67;49270;Terminale;P
Jonathan;12.00;31880;Terminale;AB
Maximilien;12.00;85540;Terminale;AB
Eliott;15.25;49460;Terminale;AB
Gratien;15.00;49000;Terminale;P
Brice;13.00;72300;1ère année d'études supérieures;P
Major;12.81;56190;Terminale;AB
Felicity;15.50;85170;Terminale;AB
Oz;16.00;22590;Terminale;B
Kipling;15.33;22470;2nd année d'études supérieures;P
Vinnie;12.33;35730;Terminale;AB
Layton;12.33;35350;Terminale;B
Johnie;13.00;22440;Terminale;B
Telesphore;17.50;6650 ;Terminale;B
Phillip;15.75;35133;Terminale;B
Constant;14.00;22150;Terminale;P
Bret;10.50;61100;Terminale;AB
Leopold;15.00;50490;1ère année d'études supérieures;P
Kolby;11.50;14340;Terminale;P
Kimball;7.75;50600;Terminale;AB
Ern;15.00;56600;Terminale;B
Sly;8.50;35170;Terminale;P
Jeannot;18.15;44230;Terminale;AB
Irvine;14.50;35240;Terminale;AB
Wilfrid;11.50;35131;Terminale;AB
Cleve;15.00;35360;Terminale;B
Kennith;18.00;22630;Terminale;AB
Jerome;12.00;35132;Terminale;B
Marshal;13.00;22560;Terminale;B
Kay;14.00;35740;Terminale;AB
Benson;15.00;22120;Terminale;AB
Jarvis;14.00;56700;Terminale;P
Maverick;17.00;35290;Terminale;AB
Innocent;12.00;22410;Terminale;P
Beatrix;17.70;22300;Terminale;B
Kenith;15.25;35340;Terminale;AB
Dominic;15.00;22730;Terminale;B
Burt;13.00;22200;Terminale;P
Forest;12.00;35760;Terminale;AB
Odell;16.30;29170;Terminale;TB
Beauregard;11.00;49300;1ère année d'études supérieures;P
Jay;13.00;22190;Terminale;P
Rhonda;16.00;35000;Terminale;AB
Urban;16.50;22290;Terminale;B
Jamison;17.50;50300;Terminale;B
Lloyd;15.00;35220;Terminale;AB
Xerxes;14.00;22960;Terminale;P
Durward;16.50;29390;Terminale;AB
Branden;10.00;29000;Terminale;AB
Delroy;15.80;29380;Terminale;P
Antony;13.00;22100;Terminale;P
Jonathon;11.00;35340;Terminale;AB
Lorin;14.60;35750;Terminale;B
Cole;9.50;22120;Terminale;P
Tybalt;17.15;22230;Terminale;AB
Benjy;11.00;22600;Terminale;AB
Hector;14.00;56800;Terminale;P
Milo;19.00;35000;Terminale;B
Dudley;8.00;22100;Terminale;AB
Arden;16.80;35140;Terminale;AB
Erica;13.00;29800;Terminale;B
Christine;15.10;35230;Terminale;AB
Chuck;11.50;22300;Terminale;AB
Flip;18.00;56530;Terminale;B
Joan;18.00;29460;Terminale;B
Kodey;15.00;22410;Terminale;B
Philip;17.10;29100;Terminale;AB
Jarrett;11.00;44640;Terminale;AB
Angie;19.00;56440;Terminale;AB
Gwilherm;10.00;56920;Terminale;P
Pancras;11.00;29860;Terminale;AB
Lowell;11.00;29470;Terminale;P
Leroy;16.00;29600;Terminale;B
Arron;14.10;22120;Terminale;AB
Brack;11.50;22400;Terminale;P
Kory;12.50;29850;Terminale;P
Maynard;18.00;22120;Terminale;AB
Bentley;11.00;22440;Terminale;B
Royle;15.00;22000;Terminale;AB
Porter;15.10;22140;Terminale;AB
Estelle;18.00;29260;Terminale;AB
Sébastienne;15.50;22250;Terminale;TB
Dorthy;15.35;56300;Terminale;AB
Trent;16.15;22300;;
Anson;16.85;35430;Terminale;B
Corie;13.00;35700;Terminale;AB
Zacharie;15.00;35410;Terminale;AB
Jake;10.00;56370;Terminale;P
Shaun;16.80;22300;Terminale;B
Donat;18.00;29000;Terminale;B
Jonathon;14.00;29510;Terminale;B
Chet;17.40;29800;Terminale;AB
Humphry;12.00;56230;Terminale;AB
Moses;15.15;29400;Terminale;P
Jere;14.00;85170;Terminale;AB
Toussaint;18.00;56260;Terminale;AB
Dawson;18.35;35131;1ère année d'études supérieures;TB
Denis;9.00;50620;Terminale;AB
Gil;17.00;22730;Terminale;AB
Edmund;14.00;35120;Terminale;P
Matthieu;16.50;22100;Terminale;AB
Brent;14.00;35250;1ère année d'études supérieures;AB
Thaddeus;14.00;22300;2nd année d'études supérieures;AB
Deangelo;19.00;29720;1ère année d'études supérieures;AB
Clayton;13.00;29150;1ère année d'études supérieures;AB
Wymond;13.50;29200;1ère année d'études supérieures;B
Redd;13.00;22200;1ère année d'études supérieures;B
Reena;10.25;29870;Terminale;P
Annie;13.50;35170;1ère année d'études supérieures;TB
Lori;14.50;29650;2nd année d'études supérieures;B
Lanford;17.00;56440;1ère année d'études supérieures;B
Gervase;18.00;56400;1ère année d'études supérieures;P
James;12.00;22290;1ère année d'études supérieures;B
Rudy;13.50;22290;;P
Elric;16.50;29233;1ère année d'études supérieures;TB
Jon;10.50;56850;Terminale;AB
Al;15.00;56240;1ère année d'études supérieures;P
Edwyn;14.25;29860;Terminale;AB
Winton;13.00;22570;1ère année d'études supérieures;TB
Stanford;19.50;22170;Terminale;B
Lally;15.75;22170;Terminale;B
Jérémie;11.50;22820;Terminale;B
Alban;16.50;22300;1ère année d'études supérieures;AB
Zachary;18.00;22200;Terminale;AB
Clément;15.25;;Terminale;AB
Joël;15.50;22730;Année préparatoire aux études supérieures;AB
Timothée;19.50;22110;Terminale;B
Gladwyn;14.00;22590;Terminale;B
Perry;10.00;35000;1ère année d'études supérieures;AB
Egbert;15.50;22600;1ère année d'études supérieures;AB
Montgomery;10.00;22820;Terminale;B
Gervaise;14.50;22300;Terminale;B
Gore;16.85;22700;1ère année d'études supérieures;AB
Kole;16.00;29190;Terminale;B
Lovell;13.50;29120;Terminale;B
Lalo;14.50;29290;Terminale;AB
Lalo;10.50;29290;Terminale;AB
Kristia;11.00;29520;Terminale;P
Gil;8.00;29710;Terminale;AB
Gene;11.20;29250;Terminale;AB
Lorne;15.00;29710;Terminale;AB
Xaviar;10.00;29200;Terminale;AB
Upton;15.00;29750;Terminale;AB
Woodrow;12.50;35137;Terminale;AB
Ike;10.00;35720;Terminale;B
Quin;9.00;35400;Terminale;P
Dustin;16.00;35160;Terminale;AB
Wiley;17.50;35740;Terminale;AB
Randolf;14.50;35230;Terminale;P
Kristopher;16.75;56950;Terminale;AB
Vincent;16.00;35200;Terminale;B
Marquis;12.50;22440;Terminale;AB
Booker;7.50;56300;Terminale;P
Hewie;11.00;56120;Terminale;B
Maverick;13.00;22550;Terminale;B
Bertram;18.00;29200;Terminale;AB
Louie;16.80;35170;1ère année d'études supérieures;AB
Charlot;16.75;29900;Terminale;TB
Charlot;16.75;29900;Terminale;TB
Zach;16.80;29800;Terminale;AB
York;11.75;56250;Terminale;P
Thelonius;11.50;29120;Terminale;B
Earnest;10.50;22480;Terminale;AB
Michel;16.00;29850;Terminale;P
Driskoll;13.00;35720;Terminale;AB
Morley;15.75;35500;Terminale;AB
Daniel;15.75;22540;Terminale;AB
Sylvain;16.00;29500;Terminale;B
Deemer;13.50;22600;Terminale;P
Pete;18.70;22300;1ère année d'études supérieures;AB
Diodore;13.75;29200;Terminale;P
Lockie;17.00;29490;Terminale;TB
Floyd;8.00;29590;1ère année d'études supérieures;P
Denzel;14.00;29000;Terminale;P
Justin;16.20;22120;Terminale;AB
Everett;11.00;22940;Terminale;B
Nicodème;9.00;22750;Terminale;AB
Elea;19.25;22220;Terminale;TB
Leyton;12.00;22930;Terminale;P
Michel;12.00;22300;Terminale;B
Armel;8.00;22590;Terminale;AB
Careen;16.00;22810;1ère année d'études supérieures;AB
Lorn;18.50;22100;Terminale;B
Nathan;16.60;22700;Terminale;B
Deon;11.00;29800;Terminale;B
Amédée;15.50;29800;Terminale;B
Fabrice;19.00;29800;Terminale;AB
Félix;13.00;29000;Terminale;AB
Mason;18.55;29200;Terminale;P
Joscelin;8.00;29250;Terminale;P
Everard;18.00;22300;Terminale;AB
Marion;8.00;35131;Terminale;AB
Garey;12.00;35230;Terminale;P
Linton;15.00;35500;Terminale;B
Edison;17.90;35000;Terminale;P
Marin;18.00;56240;Terminale;P
Donnie;6.00;56870;Terminale;AB
Jeff;11.00;22400;Terminale;AB
Jermaine;17.50;29470;Terminale;AB
Jeffrey;17.15;29830;Terminale;AB
Dax;12.00;35520;Terminale;P
Piers;17.50;22400;Terminale;AB
Bennett;18.60;22120;Terminale;B
Landon;16.50;29233;Terminale;B
Xavier;7.00;29170;Terminale;P
Lovel;10.25;35450;Terminale;AB
Tel;18.00;22950;Terminale;AB
Maurine;15.00;22000;Terminale;B
Shelley;15.05;29840;Terminale;TB
Jacob;15.00;35870;Terminale;AB
Félicie;12.00;35750;Terminale;P
Van;16.00;29490;Terminale;P
Luann;15.00;29800;Terminale;B
Uland;15.00;29800;Terminale;TB
Lucienne;17.00;56140;Terminale;B
Shaw;16.45;35890;Terminale;AB
Wilbur;19.00;35800;Terminale;AB
Teale;16.30;56120;Terminale;B
Cole;11.00;22600;Terminale;P
Lorn;13.00;29000;Terminale;AB
Guiscard;18.00;35170;Terminale;AB
Jérémie;16.00;22300;Terminale;TB
Rainier;11.00;41000;Terminale;B
Audrey;19.00;22300;Terminale;AB
Jimi;10.00;56680;Terminale;AB
Gladwyn;14.50;35500;Terminale;AB
Franck;15.75;35310;Terminale;AB
Xavior;16.15;56100;Terminale;AB
Terence;11.50;56130;Terminale;B
Russell;14.50;56140;Terminale;AB
Darden;9.00;29280;Terminale;P
Marly;17.00;35310;Terminale;AB
Topher;15.85;56240;Terminale;AB
Randall;10.00;49270;Terminale;P
Lucetta;17.70;85600;Terminale;TB
Jonathan;9.50;31880;Terminale;AB
Maximilien;8.00;85540;Terminale;AB
Eliott;15.00;49460;Terminale;AB
Gratien;10.00;49000;Terminale;P
Brice;14.00;72300;1ère année d'études supérieures;P
Major;12.50;56190;Terminale;AB
Felicity;17.30;85170;Terminale;AB
Oz;15.00;22590;Terminale;B
Kipling;6.50;22470;2nd année d'études supérieures;P
Vinnie;11.00;35730;Terminale;AB
Layton;14.00;35350;Terminale;B
Johnie;12.00;22440;Terminale;B
Telesphore;18.15;6650 ;Terminale;B
Phillip;15.50;35133;Terminale;B
Jay;12.00;22190;Terminale;P
Rhonda;14.50;35000;Terminale;AB
Urban;14.00;22290;Terminale;B
Jamison;14.50;50300;Terminale;B
Lloyd;15.00;35220;Terminale;AB
Xerxes;12.00;22960;Terminale;P
Durward;11.00;29390;Terminale;AB
Branden;14.50;29000;Terminale;AB
Delroy;14.00;29380;Terminale;P
Antony;12.00;22100;Terminale;P
Jonathon;14.50;35340;Terminale;AB
Lorin;13.50;35750;Terminale;B
Cole;14.50;22120;Terminale;P
Tybalt;14.00;22230;Terminale;AB
Benjy;12.00;22600;Terminale;AB
Hector;13.25;56800;Terminale;P
Milo;14.50;35000;Terminale;B
Dudley;12.00;22100;Terminale;AB
Arden;13.50;35140;Terminale;AB
Erica;12.00;29800;Terminale;B
Christine;12.00;35230;Terminale;AB
Chuck;12.00;22300;Terminale;AB
Flip;14.50;56530;Terminale;B
Joan;13.25;29460;Terminale;B
Kodey;15.75;22410;Terminale;B
Philip;13.50;29100;Terminale;AB
Jarrett;11.25;44640;Terminale;AB
Angie;15.75;56440;Terminale;AB
Gwilherm;14.50;56920;Terminale;P
Pancras;15.00;29860;Terminale;AB
Lowell;13.25;29470;Terminale;P
Leroy;15.75;29600;Terminale;B
Arron;14.50;22120;Terminale;AB
Brack;14.50;22400;Terminale;P
Kory;14.50;29850;Terminale;P
Maynard;15.75;22120;Terminale;AB
Bentley;12.00;22440;Terminale;B
Royle;12.00;22000;Terminale;AB
Porter;15.50;22140;Terminale;AB
Estelle;14.00;29260;Terminale;AB
Sébastienne;11.00;22250;Terminale;TB
Dorthy;13.50;56300;Terminale;AB
Trent;10.75;22300;;
Anson;13.50;35430;Terminale;B
Corie;12.00;35700;Terminale;AB
Zacharie;13.25;35410;Terminale;AB
Jake;14.50;56370;Terminale;P
Shaun;14.00;22300;Terminale;B
Donat;15.00;29000;Terminale;B
Jonathon;14.50;29510;Terminale;B
Chet;14.00;29800;Terminale;AB
Humphry;12.00;56230;Terminale;AB
Moses;13.50;29400;Terminale;P
Jere;14.50;85170;Terminale;AB
Toussaint;14.50;56260;Terminale;AB
Dawson;16.25;35131;1ère année d'études supérieures;TB
Denis;12.00;50620;Terminale;AB
Gil;13.00;22730;Terminale;AB
Edmund;12.00;35120;Terminale;P
Matthieu;15.50;22100;Terminale;AB
Brent;14.25;35250;1ère année d'études supérieures;AB
Thaddeus;11.50;22300;2nd année d'études supérieures;AB
Deangelo;14.28;29720;1ère année d'études supérieures;AB
Clayton;14.75;29150;1ère année d'études supérieures;AB
Wymond;11.75;29200;1ère année d'études supérieures;B
Redd;4.75;22200;1ère année d'études supérieures;B
Reena;11.00;29870;Terminale;P
Annie;12.50;35170;1ère année d'études supérieures;TB
Lori;20.00;29650;2nd année d'études supérieures;B
Lanford;12.35;56440;1ère année d'études supérieures;B
Gervase;14.04;56400;1ère année d'études supérieures;P
James;11.25;22290;1ère année d'études supérieures;B
Rudy;13.25;22290;;P
Elric;12.25;29233;1ère année d'études supérieures;TB
Jon;9.00;56850;Terminale;AB
Al;6.25;56240;1ère année d'études supérieures;P
Edwyn;13.25;29860;Terminale;AB
Winton;14.50;22570;1ère année d'études supérieures;TB
Stanford;12.00;22170;Terminale;B
Lally;1.75;22170;Terminale;B
Jérémie;12.00;22820;Terminale;B
Alban;15.86;22300;1ère année d'études supérieures;AB
Zachary;9.71;22200;Terminale;AB
Clément;13.75;;Terminale;AB
Joël;7.60;22730;Année préparatoire aux études supérieures;AB
Timothée;20.00;22110;Terminale;B
Gladwyn;3.25;22590;Terminale;B
Perry;15.26;35000;1ère année d'études supérieures;AB
Lorne;10.75;29710;Terminale;AB
